Point in Time [s],Response Time [s]
0.753196424,0.753196424
2.156139232,0.40294280800000015
3.485596417,0.3294571849999999
4.76910944,0.28351302300000025
6.850403169,1.0812937289999995
8.341203574,0.4908004049999999
10.022303038,0.6810994640000008
11.314973942,0.2926709039999995
13.565607567,1.2506336250000007
15.574486086,1.0088785189999996
16.955797533,0.3813114469999981
19.563820415,1.6080228820000002
22.166135506,1.6023150910000012
23.497931757,0.3317962510000001
25.144769531,0.6468377740000015
26.69599069,0.5512211589999971
28.431375056,0.7353843660000017
30.064073399,0.6326983430000013
31.333035988,0.26896258899999737
33.164868319,0.8318323310000011
34.714969304,0.5501009850000003
37.362745673,1.647776368999999
38.899217773,0.5364720999999975
40.65130415,0.7520863770000048
41.867957724,0.21665357399999863
43.156126372,0.28816864800000275
44.835992048,0.6798656759999986
46.461433744,0.6254416959999958
48.679763848,1.2183301040000032
50.343970993,0.6642071449999989
51.847067884,0.5030968909999984
54.458892408,1.6118245239999993
56.649457203,1.1905647950000002
59.15146339,1.5020061870000063
60.550550336,0.39908694599999706
62.119217637,0.5686673009999978
63.758397735,0.6391800980000042
65.403897217,0.6454994819999911
67.072449255,0.6685520380000014
68.456554565,0.3841053100000096
69.794629116,0.3380745509999912
71.237733992,0.4431048760000067
73.102624563,0.8648905710000037
74.307517891,0.20489332799999715
75.532146811,0.22462892000000068
77.846702159,1.314555347999999
78.991204592,0.14450243299999954
81.311127426,1.3199228339999962
83.19958531,0.8884578840000046
85.734255585,1.5346702749999963
87.218778004,0.48452241900000104
88.68780928,0.4690312759999955
89.950049618,0.262240337999998
91.817104131,0.8670545129999994
93.169261259,0.35215712800000176
96.103008257,1.9337469980000037
97.291847086,0.18883882900000515
98.680342861,0.38849577499999555
100.522760574,0.8424177130000032
101.740821421,0.21806084700000383
103.790524237,1.0497028159999928
105.305526469,0.5150022320000005
106.602234664,0.2967081949999937
109.146625288,1.5443906240000018
110.677442527,0.530817239000001
112.167421667,0.48997914000000264
113.709202011,0.5417803440000029
114.794326829,0.08512481799999705
116.442904579,0.6485777500000012
117.697902075,0.25499749600000143
119.989985402,1.2920833270000003
121.750032471,0.7600470689999952
123.649115018,0.8990825470000061
124.99319475,0.3440797319999973
127.094084194,1.1008894440000034
129.222227453,1.1281432589999838
130.719165382,0.496937929000012
131.848711541,0.12954615900000022
133.435097719,0.5863861779999979
135.75690621,1.321808491000013
137.321995972,0.5650897619999853
139.833681912,1.5116859400000067
142.266335264,1.4326533519999884
145.158572766,1.8922375020000004
147.137813644,0.979240878000013
148.534582208,0.3967685639999843
149.960463659,0.4258814510000093
151.858723435,0.8982597760000033
153.356271467,0.4975480319999974
154.938334888,0.5820634210000151
156.798931827,0.8605969389999757
159.220912542,1.4219807150000179
160.636161339,0.41524879700000383
161.96659518,0.3304338410000014
164.246298585,1.2797034049999922
166.081378183,0.835079597999993
168.444559683,1.363181499999996
169.705124186,0.2605645030000119
172.027045027,1.3219208410000078
173.880049388,0.8530043609999893
175.565707562,0.6856581739999967
177.326642145,0.7609345829999938
179.369631789,1.0429896440000164
180.657428626,0.2877968370000019
182.111696586,0.4542679599999815
183.358733839,0.247037253000002
184.575139551,0.2164057120000109
187.07421635,1.4990767989999938
189.653263791,1.5790474410000002
192.054533182,1.4012693909999996
193.274022879,0.2194896970000002
195.275130193,1.001107313999995
197.321351196,1.0462210029999994
199.829436327,1.5080851310000014
201.843751286,1.0143149590000178
203.54777298,0.7040216939999766
204.843185409,0.2954124290000095
206.139370921,0.2961855119999939
208.567204204,1.4278332830000124
211.304097032,1.7368928279999807
213.373575076,1.0694780440000216
215.601006852,1.227431776000003
217.104101308,0.5030944559999853
219.706110965,1.6020096569999964
221.229705459,0.5235944940000081
222.714499162,0.48479370300000824
224.176534975,0.46203581299999996
225.757854936,0.5813199609999913
227.447142389,0.6892874529999915
228.810970487,0.36382809799999904
230.901201639,1.0902311520000012
232.323686702,0.42248506300001054
233.829642937,0.5059562349999851
234.994425146,0.16478220900000906
236.042414658,0.04798951200001511
238.330470401,1.288055743000001
240.627669565,1.2971991639999771
241.912325223,0.2846556580000197
243.390299126,0.47797390299999165
244.957876255,0.567577129
247.071699016,1.1138227609999944
248.651695329,0.5799963130000094
250.387873409,0.736178080000002
251.982490039,0.5946166299999902
254.003776688,1.0212866489999897
255.779525804,0.7757491160000143
256.990371976,0.21084617200000366
258.324284286,0.33391231000001653
260.2287321,0.9044478139999796
262.581338633,1.352606532999971
264.280359996,0.6990213630000426
265.968914287,0.6885542910000026
267.798010895,0.8290966079999862
269.004985837,0.206974941999988
270.810416567,0.8054307300000119
272.721103029,0.910686462000001
274.926249958,1.2051469290000227
277.559049498,1.6327995399999509
279.150295891,0.5912463930000058
281.307799501,1.157503609999992
282.993354502,0.6855550010000115
284.613143205,0.6197887029999833
286.075670933,0.4625277280000546
288.034260393,0.9585894599999847
290.187347801,1.1530874079999762
292.072397484,0.8850496830000338
294.106984428,1.0345869439999547
295.593609337,0.48662490899999966
297.502117645,0.9085083080000231
299.515016519,1.0128988740000295
301.349384617,0.8343680979999704
302.794584156,0.44519953899998654
304.006854853,0.2122706970000081
305.231753156,0.22489830300003177
308.055565349,1.8238121929999807
309.573886395,0.5183210459999827
311.098231974,0.5243455789999985
313.516359375,1.4181274009999925
315.776711771,1.2603523960000302
317.680775193,0.9040634219999788
319.835937745,1.1551625520000357
321.356994644,0.5210568989999729
324.128407791,1.7714131469999757
326.118486107,0.9900783160000515
329.208974867,2.090488759999971
331.438164834,1.2291899670000248
332.913362624,0.4751977899999815
334.357555051,0.4441924270000186
335.847530211,0.48997515999997177
337.554426149,0.7068959380000024
339.837251241,1.282825091999996
342.265463625,1.4282123840000054
343.565877599,0.30041397399998004
344.845607557,0.27972995800001854
346.191736706,0.34612914899997804
347.702791343,0.5110546370000293
349.164074079,0.4612827359999869
350.972114098,0.8080400190000319
353.716236017,1.7441219190000083
354.926264178,0.21002816099996835
356.567529081,0.6412649029999784
357.660200993,0.09267191200001434
359.248407707,0.5882067140000231
360.558059146,0.3096514389999925
361.917748591,0.359689445000015
363.610221691,0.6924730999999724
365.447198776,0.8369770850000009
366.983395906,0.536197130000005
369.188274756,1.20487885
371.77513921,1.5868644540000219
374.177072747,1.4019335369999908
375.609042493,0.43196974599999294
377.241410687,0.6323681939999801
379.949141278,1.707730591000029
381.111402683,0.1622614049999811
382.982778069,0.8713753860000111
384.879282115,0.8965040460000182
386.477612137,0.5983300219999705
388.74893791,1.271325773000001
390.555023573,0.806085663000033
392.095236984,0.5402134109999679
393.61370505,0.5184680660000254
396.024036665,1.4103316149999614
397.578061979,0.5540253140000004
399.889563014,1.311501034999992
402.131644237,1.2420812230000138
403.843294515,0.711650278000036
405.23780109,0.3945065749999799
407.092511812,0.854710721999993
408.572669575,0.48015776300002244
410.123159012,0.5504894369999533
411.871794216,0.7486352040000384
413.54321668,0.6714224639999884
416.050709021,1.5074923409999883
417.49288275,0.44217372899998963
419.265586891,0.7727041410000197
421.219232678,0.9536457870000277
422.89680873,0.6775760519999494
424.313617533,0.41680880300003764
426.348948919,1.0353313859999957
428.240153522,0.8912046030000056
430.27446911,1.03431558799997
431.670300963,0.39583185300000423
433.041254476,0.37095351300001767
435.353326584,1.3120721079999953
436.7856612,0.43233461599999146
437.916950491,0.13128929100003006
439.980222881,1.0632723899999519
441.419907013,0.4396841320000249
443.213139068,0.7932320549999758
444.831733898,0.6185948300000064
447.23510717,1.4033732720000103
449.276423558,1.0413163879999843
450.615323949,0.3389003910000383
453.153834078,1.5385101289999739
455.529421272,1.3755871939999906
457.125249006,0.5958277340000109
458.589974109,0.4647251030000348
460.457365824,0.8673917149999966
462.245753304,0.788387479999983
463.692600481,0.4468471769999951
466.379819658,1.6872191769999745
467.712650081,0.3328304230000185
469.398120749,0.6854706679999936
470.942264395,0.5441436460000091
472.534029199,0.591764803999979
474.020230237,0.486201038000047
476.009860711,0.9896304739999664
478.477103261,1.4672425500000372
480.041810948,0.5647076869999523
481.702533476,0.660722528000008
483.215918923,0.5133854470000188
484.436061343,0.22014242000000195
485.892537635,0.45647629199999074
487.913050916,1.0205132809999782
489.520435001,0.6073840850000352
490.865079522,0.3446445209999638
492.242744956,0.3776654340000505
493.701469278,0.4587243219999664
495.08282373,0.3813544519999823
497.469477485,1.3866537550000544
499.94906562,1.4795881349999718
501.788135184,0.839069563999999
