Point in Time [s],Response Time [s]
3.634411524,3.634411524
6.969465092,2.335053568
9.888116446,1.9186513539999996
17.92816493,7.0400484840000015
23.899394296,4.971229365999999
27.752778286,2.853383990000001
37.339821751,8.587043465
44.99760786,6.657786109
49.897844132,3.900236272000001
53.454746632,2.5569024999999996
61.77185984,7.317113207999995
67.916987138,5.1451272979999985
74.970358507,6.053371369000004
79.383542806,3.413184298999994
84.401875442,4.018332636000011
91.224737178,5.822861735999993
98.269795849,6.045058671000007
104.510502609,5.240706759999995
109.883453001,4.372950392000007
111.41519387,0.5317408689999894
114.77662692,2.3614330500000023
118.988401232,3.211774312000003
127.302033238,7.313632006000006
137.345421552,9.043388313999998
143.124370265,4.7789487130000055
148.198477964,4.074107698999995
156.974132496,7.775654532000004
164.923591084,6.949458587999999
166.614440344,0.6908492599999931
170.514783179,2.9003428350000036
176.099216799,4.584433619999999
179.379143257,2.2799264580000056
183.762407471,3.383264213999979
187.070162423,2.3077549520000105
192.481415923,4.411253499999987
197.726836423,4.245420500000023
207.242659023,8.515822599999979
212.97494162,4.732282597000022
219.556948304,5.5820066839999924
223.811026488,3.254078184000008
228.448244858,3.6372183699999994
237.139232984,7.690988125999979
239.017857434,0.878624450000018
247.108115221,7.0902577869999845
251.014919852,2.906804631
257.272102543,5.257182691000025
262.368499484,4.096396940999966
267.54292709,4.174427605999995
275.722429473,7.179502382999999
281.135986556,4.413557083000001
290.384887976,8.248901420000038
297.351262839,5.966374862999999
301.045634561,2.694371721999971
309.577926729,7.532292168000026
313.05422188,2.476295150999988
320.470681702,6.416459821999979
325.45989036,3.9892086579999955
335.638907216,9.179016856000032
339.293635534,2.654728317999968
346.222967039,5.92933150500005
348.937220577,1.71425353799998
357.565264489,7.62804391200001
365.52871964,6.963455151000005
373.408485572,6.879765931999998
377.806758242,3.398272669999983
383.646686659,4.83992841700001
389.762450789,5.115764130000002
393.080023755,2.317572966
401.692947225,7.612923469999998
405.651319934,2.9583727090000025
411.510438336,4.859118401999979
419.648348852,7.137910516000034
423.859537975,3.211189122999997
429.922527503,5.062989528000003
438.743617159,7.82108965599997
447.096158295,7.3525411360000135
456.322070804,8.225912509000011
462.288451239,4.966380434999962
465.966349522,2.6778982829999904
468.707826128,1.7414766060000488
471.671544987,1.9637188589999823
475.721366974,3.049821986999973
480.930841973,4.209474999000008
486.089791805,4.158949832000019
490.510688702,3.4208968969999773
494.853698224,3.3430095220000453
498.746027979,2.8923297549999916
501.825348215,2.079320236000001
510.366900707,7.541552491999994
513.7007004,2.3337996929999463
517.897824601,3.197124201000065
524.708623215,5.810798613999964
528.676765,2.968141785000057
534.032072077,4.355307076999907
538.367314451,3.3352423740000177
542.007562606,2.6402481549999948
546.128208811,3.120646205000071
554.845889739,7.717680927999936
558.516320341,2.6704306020000104
566.80666863,7.290348289000008
570.921257228,3.114588597999955
572.552714098,0.6314568700000791
576.792656709,3.2399426109999467
583.607348601,5.814691892000042
588.576083875,3.9687352739999824
592.903902905,3.3278190300000006
595.719043362,1.815140456999984
599.418635175,2.6995918129999836
604.050176013,3.6315408380000918
609.966311558,4.916135544999975
617.844371947,6.878060388999984
623.945434087,5.101062139999954
632.412913579,7.467479492000052
635.867517343,2.4546037640000122
644.436172357,7.568655014000001
648.639822411,3.2036500539999224
652.034069454,2.394247043000064
658.215727996,5.1816585420000365
667.108527108,7.892799111999921
673.486434889,5.377907780999976
679.338264327,4.851829438000095
682.950713865,2.6124495379999644
686.129682238,2.178968372999975
691.573030788,4.443348549999996
698.643764458,6.070733669999981
705.863037393,6.219272935000049
707.120648222,0.25761082899998655
715.352496497,7.2318482749999475
720.047142571,3.6946460740000475
725.123444696,4.076302124999984
730.058513148,3.935068451999996
735.218943546,4.160430398000017
738.003404422,1.7844608760000256
740.88400456,1.880600137999977
746.536424453,4.652419893000001
753.526805203,5.990380749999986
759.698261676,5.171456473000035
763.254245959,2.5559842829999297
767.236088262,2.9818423030000076
775.497549113,7.261460851000038
784.581886967,8.084337853999955
789.875836462,4.293949495000106
794.533667745,3.6578312829999504
799.906799195,4.37313144999996
803.215334945,2.3085357500000327
808.292439291,4.077104346000056
816.923567043,7.631127751999998
822.13154665,4.20797960699997
828.082768605,4.951221954999937
835.156573385,6.073804780000046
840.579758084,4.4231846989999895
844.059956905,2.4801988210000445
848.198356777,3.1383998719999227
854.1141325,4.915775723000024
857.715299049,2.601166549000027
861.394971591,2.6796725419999348
868.869619752,6.474648161000005
873.719996669,3.8503769170000623
877.361800868,2.6418041990000347
881.692216314,3.330415445999961
889.782896329,7.090680014999975
893.667129835,2.884233505999987
901.333057559,6.665927724000085
905.219145455,2.8860878959999354
909.760968338,3.541822883000009
915.628009471,4.867041133000043
918.714785968,2.08677649699996
923.751747358,4.036961389999988
927.732674479,2.980927121000036
933.694785654,4.962111175000018
937.558007937,2.8632222829999137
945.404097622,6.846089685000038
949.446570867,3.0424732449999965
953.14404995,2.697479082999962
962.198836815,8.054786865000096
968.596391465,5.397554649999961
976.524207422,6.927815957000007
985.315680812,7.791473389999965
988.285432145,1.9697513329999765
992.031441111,2.7460089660000904
997.122880717,4.0914396059999945
1003.348788675,5.225907957999993
1010.656533445,6.307744769999999
1016.438155342,4.781621896999923
1020.800069181,3.361913839000067
1026.485612005,4.685542823999867
1032.802608527,5.316996522000181
1040.637071245,6.834462717999941
1044.122725863,2.4856546179998986
1047.627689764,2.50496390100011
